"Obec, mesto, mestská časť",Meno a priezvisko,Skratka politického subjektu
Banská Belá,Branislav Babirád,"SMER-SD, SNS"
Banská Štiavnica,Nadežda Babiaková,"SMER-SD, SNS, Strana moderného Slovenska"
Banský Studenec,Pavol Santoris,"SNS, SMER-SD"
Bartošova Lehôtka,Ľubomír Bielik,SNS
Beluj,Monika Zlesíková,NEKA
Brehy,Juraj Tencer,SMER-SD
Bzenica,Marek Kováč,NEKA
Dekýš,Jozef Bucha,"SMER-SD, SNS"
Dolná Trnávka,Juraj Tesák,NEKA
Dolná Ves,Milan Pračko,SMER-SD
Dolná Ždaňa,Andrea Murgašová,SMER-SD
Hliník nad Hronom,Vladimír Mikuláš,NEKA
Hodruša-Hámre,Jozef Uram,NEKA
Horná Ves,Simona Holicová,SMER-SD
Horná Ždaňa,Alena Bugárová,SMER-SD
Horné Hámre,Milan Mokrý,NEKA
Hrabičov,Ján Adámik,SMER-SD
Hronská Dúbrava,Jozef Brhlík,SMER-SD
Hronský Beňadik,Ľubomír Krovina,NEKA
Ihráč,Ľudmila Febenová,NEKA
Ilija,Milan Jokel,NEKA
Janova Lehota,Božena Kováčová,SMER-SD
Jastrabá,Vojtech Sklenár,SMER-SD
Kľak,Ľuboš Haring,NEKA
Kopernica,Rastislav Slanina,SMER-SD
Kosorín,Peter Hric,NEKA
Kozelník,Eva Petáková,"SMER-SD, SNS"
Krahule,Miroslav Schwarz,NEKA
Kremnica,Alexander Ferenčík,NEKA
Kremnické Bane,Juraj Vozár,NEKA
Kunešov,Mária Slašťanová,KDH
Ladomerská Vieska,Vladimír Baran,SMER-SD
Lehôtka pod Brehmi,Juraj Zaťko,SMER-SD
Lovča,Ondrej Bahno,SMER-SD
Lovčica-Trubín,Rudolf Námešný,SDS
Lúčky,František Zajak,SMER-SD
Lutila,Ján Pružina,NEKA
Malá Lehota,Dušan Pacalaj,NEKA
Močiar,Adriana Vančová,"SMER-SD, SNS"
Nevoľné,Štefan Henžel,SMER-SD
Nová Baňa,Ján Havran,NEKA
Orovnica,Katarína Forgáčová,NEKA
Ostrý Grúň,Jana Angletová,NEKA
Píla,Eugen Čižmárik,NEKA
Pitelová,Ján Kubík,NEKA
Počúvadlo,Dušan Triebušník,SDKÚ-DS
Podhorie,Dana Lóžiová,NEKA
Prenčov,Alena Ciglanová,SMER-SD
Prestavlky,Ján Abrahám,SMER-SD
Prochot,Darina Gajdošová,SMER-SD
Repište,Vladimír Šalkovský,SMER-SD
Rudno nad Hronom,Marián Šurjanský,NOVA
Sklené Teplice,Ľubomír Meliš,SMER-SD
Slaská,Daniel Gelien,NEKA
Stará Kremnička,Stanislav Rigo,SDS
Svätý Anton,Simona Guláková,Strana moderného Slovenska
Štiavnické Bane,Stanislav Neuschl,SNS
Tekovská Breznica,Jozef Dolinaj,SMER-SD
Trnavá Hora,Pavel Kravec,NEKA
Veľká Lehota,Marta Šmondrková,SMER-SD
Veľké Pole,František Demeter,SMER-SD
Voznica,Kamil Blaho,SMER-SD
Vyhne,Vladimír Bevelaqua,NEKA
Vysoká,Valéria Kuková,KDH
Žarnovica,Kamil Danko,SMER-SD
Žiar nad Hronom,Peter Antal,NEKA
Župkov,Ján Tomáš,NEKA
Abrahámovce,Ján Novotný,NEKA
Andrejová,Milana Gerženiová,SDKÚ-DS
Bardejov,Boris Hanuščak,SMER-SD
Bartošovce,Václav Hudák,"KDH, NOVA"
Becherov,Jozef Gmiterko,NÁŠ KRAJ
Beloveža,Peter Mikula,NÁŠ KRAJ
Bogliarka,Jozef Pavličko,SMER-SD
Brezov,Jozef Kristiňák,KDH
Brezovka,Peter Bučko,SIEŤ
Buclovany,Miroslav Sabol,NEKA
Cigeľka,Ľudovít Kravec,"SMER-SD, SDKÚ-DS"
Dubinné,Milan Hudák,NEKA
Frička,Jozef Kačurik,PRÁVO A SPRAVODLIVOSŤ
Fričkovce,Matej Straka,SMER-SD
Gaboltov,Martin Ceľuch,"KDH, SIEŤ"
Gerlachov,Ondrej Ševcov,SMER-SD
Hankovce,Ján Grega-Jakub,NEKA
Harhaj,Anna Uhrinová,KDH
Hažlín,František Olah,SMER-SD
Hertník,Jozef Semanek,"NOVA, SNS"
Hervartov,Miroslav Mackanič,NEKA
Hrabovec,Vladislav Juskuv,SMER-SD
Hrabské,Ján Kolcun,NEKA
Hutka,Anna Carachová,SMER-SD
Chmeľová,Ján Železný,SMER-SD
Janovce,Ľubomír Kundrát,KDH
Jedlinka,Anna Guzyová,SMER-SD
Kľušov,Jozef Valko,NEKA
Kobyly,Jozef Šoltys,SMER-SD
Kochanovce,Jana Lazoriková,SMER-SD
Komárov,Jozef Bednár,"SMER-SD, KDH, NOVA"
Koprivnica,Peter Krupa,"KDH, SMER-SD"
Kožany,Peter Rajnič,NEKA
Krivé,Ján Steranka,SMER-SD
Kríže,Oľga Dutková,SMER-SD
Kružlov,Jozef Kmec,"SMER-SD, KDH"
Kučín,Vincent Breznický,KDH
Kurima,Ján Bartoš,KDH
Kurov,Mária Špirková,SMER-SD
Lascov,Vladimír Kostár,"SDKÚ-DS, KDH, SIEŤ"
Lenartov,Jana Bľandová,SMER-SD
Lipová,Dušan Čura,SMER-SD
Livov,Jaroslav Stracenský,SMER-SD
Livovská Huta,Helena Frandoferová,KDH
Lopúchov,František Palko,"KDH, SMER-SD"
Lukavica,Andrej Kotuľa,NEKA
Lukov,Jozefína Kramárová,SMER-SD
Malcov,Stanislav Gernát,NÁŠ KRAJ
Marhaň,Jozef Kuziak,KDH
Mikulášová,Peter Rusiňák,SMER-SD
Mokroluh,Marián Beňa,NOVA
Nemcovce,Ján Paľa,NOVA
Nižná Polianka,Ján Cundra,SDKÚ-DS
Nižná Voľa,Marcel Kaščák,SMER-SD
Nižný Tvarožec,Dana Karnišová,"SDKÚ-DS, SIEŤ"
Oľšavce,Slavomír Havír,SMER-SD
Ortuťová,Ján Čisár,NEKA
Osikov,Stanislav Biroš,SDKÚ-DS
Petrová,Anna Hrúzová,SMER-SD
Poliakovce,Jaroslav Tvardzik,SDKÚ-DS
Porúbka,Milan Staš,NEKA
Raslavice,Marek Rakoš,"SMER-SD, NOVA"
Regetovka,Dárius Kuruc,SMER-SD
Rešov,Helena Jamroškovičová,"KDH, SIEŤ, NOVA, SOĽ"
Richvald,Zuzana Germanová,NEKA
Rokytov,Ľubomír Pangrác-Piter,SMER-SD
Smilno,Vladimír Baran,SIEŤ
Snakov,Ján Bijalko,SMER-SD
Stebnícka Huta,Gabriel Šiba,SMER-SD
Stebník,Štefan Kučečka,SMER-SD
Stuľany,Hedviga Billá,"KDH, SMER-SD"
Sveržov,Pavol Ceľuch,NEKA
Šarišské Čierne,Andrej Buvalič,NÁŠ KRAJ
Šašová,Jozef Vargovčik,SMER-SD
Šiba,Stanislav Balaž,SMER-SD
Tarnov,Anna Kuľková,NEKA
Tročany,František Čulák,NEKA
Vaniškovce,Marcel Kvokačka,"SIEŤ, SDKÚ-DS, KDH"
Varadka,Sylvia Chudíková,NÁŠ KRAJ
Vyšná Polianka,Ľuboš Špik,SDKÚ-DS
Vyšná Voľa,Ján Evin,NEKA
Vyšný Kručov,Emília Novotná,SMER-SD
Vyšný Tvarožec,Jozef Balaščák,SMER-SD
Zborov,Ján Lukáč,NEKA
Zlaté,Mária Ontkaninová,SMER-SD
Adidovce,Milan Koromház,SMER-SD
Baškovce,František Bazar,SNS
Belá nad Cirochou,Ján Vajda,"SMER-SD, SNS"
Brekov,Peter Mihaľko,NEKA
Brestov,Ľudmila Nováková,NEKA
Brestov nad Laborcom,Ján Zubaľ,SMER-SD
Brezovec,Juraj Slivka,SMER-SD
Čabalovce,Helena Zjanová,SMER-SD
Čabiny,Milan Moroz,SMER-SD
Černina,Silvia Žinčáková,SMER-SD
Čertižné,Peter Tričák,NEKA
Čukalovce,Ľuboš Cima,NEKA
Dedačov,Peter Pichoňský,SMER-SD
Dlhé nad Cirochou,Ján Kníž,SMER-SD
Dúbrava,František Šimon,"SNS, SIEŤ"
Gruzovce,Martin Petík,NEKA
Habura,Michal Prejsa,SIEŤ
Hankovce,Ľudmila Veľasová,"KDH, SIEŤ"
Hažín nad Cirochou,František Bližinský,"SDKÚ-DS, SIEŤ"
Hostovice,Peter Čopák,NEKA
Hrabová Roztoka,Darina Labaničová,SMER-SD
Hrabovec nad Laborcom,Anton Kulan,KDH
Hrubov,Štefan Trusák,SIEŤ
Hudcovce,Martina Bodnárová,NEKA
Humenné,Jana Vaľová,"SMER-SD, SZ, SNS, NÁŠ KRAJ, Strana moderného Slovenska, Robíme to pre deti - SF, HZD, KSS, SDS"
Chlmec,Cyril Hirjak,SMER-SD
Jabloň,Vladimír Koscelník,NEKA
Jalová,Ján Zubaľ,KDH
Jankovce,Jaroslav Vasiľ,SMER-SD
Jasenov,Lucia Sukeľová,NEKA
Kalinov,Ivan Sivák,NOVA
Kalná Roztoka,Ladislav Hakulin,SMER-SD
Kamenica nad Cirochou,Alexander Bugyi,NEKA
Kamienka,Benjamín Blaha,"SDKÚ-DS, SMER-SD, KDH"
Karná,Helena Žaková,SMER-SD
Klenová,Slavomil Voloch,TIP
Kochanovce,Miroslav Porochnavý,"KDH, MOST - HÍD, NOVA, SDKÚ-DS, SIEŤ"
Kolbasov,Jana Sidorová,NEKA
Kolonica,Ján Dzoba,SMER-SD
Košarovce,Jarmila Lukáčová,SMER-SD
Koškovce,Vladimír Babič,SMER-SD
Krásny Brod,Vladimír Bajaj,SMER-SD
Lackovce,Ľuboslava Hofericová,NEKA
Ladomirov,Miroslav Kacarabčin,SMER-SD
Lieskovec,Marta Salanciová,NEKA
Ľubiša,Jozef Sklenčár,SMER-SD
Lukačovce,Martin Meričko,NOVA
Maškovce,Emil Jasik,SMER-SD
Medzilaborce,Vladislav Višňovský,SMER-SD
Michajlov,Jana Glogovská,SMER-SD
Modra nad Cirochou,Jozef Hančar,NEKA
Myslina,Helena Podolinská,KDH
Ňagov,Sergej Smetanka,KDH
Nechválova Polianka,Vladimír Megela,SMER-SD
Nižná Jablonka,Miroslav Rosoľanka,SMER-SD
Nižná Sitnica,Stanislav Rakár,SMER-SD
Nižné Ladičkovce,Juraj Brehovský,KDH
Nová Sedlica,Vasiľ Dinič,SMER-SD
Ohradzany,Andrea Kličová,NEKA
Oľka,Vladimír Ščerba,SMER-SD
Oľšinkov,Ján Kundrat,NEKA
Osadné,Róbert Mikuláško,SMER-SD
Pakostov,Jozef Fedorko,SMER-SD
Palota,Vasiľ Bomberovič,SMER-SD
Papín,Miroslav Lukáč,SMER-SD
Parihuzovce,Ján Stanko,SMER-SD
Pčoliné,Michal Grňa,SMER-SD
Pichne,Michal Šesták,SMER-SD
Porúbka,Andrea Raková,SMER-SD
Príslop,Jozef Blaško,SMER-SD
Prituľany,Jozef Sivák,SMER-SD
Ptičie,Martin Dzemjan,SMER-SD
Radvaň nad Laborcom,Michal Svičin,SMER-SD
Repejov,Pavel Cipka,SMER-SD
Rohožník,Jana Paľová,SMER-SD
Rokytov pri Humennom,Jozef Drobňák,SMER-SD
Rokytovce,Viera Palejová,NEKA
Roškovce,Milan Čeremeta,NEKA
Rovné,Jozef Baláž,"SMER-SD, NÁŠ KRAJ"
Runina,Marián Regula,SMER-SD
Ruská Kajňa,Anna Kuzmová,SMER-SD
Ruská Poruba,Demeter Ferko,SMER-SD
Ruská Volová,Eva Turbáková,SMER-SD
Ruský Potok,Martin Riľak,SMER-SD
Slovenská Volová,Mária Gajdošová,SMER-SD
Slovenské Krivé,Ladislav Meždej,SMER-SD
Snina,Štefan Milovčík,NEKA
Sopkovce,Ján Dzubaj,SMER-SD
Stakčín,Ján Kerekanič,SMER-SD
Stakčínska Roztoka,Juraj Pyteľ,SMER-SD
Strihovce,Iveta Ihnatková,SMER-SD
Sukov,Alena Jedináková,SMER-SD
Svetlice,Jaroslav Ivanco,SMER-SD
Šmigovec,Michal Pidanič,SMER-SD
Topoľa,Mária Bobriková,SMER-SD
Topoľovka,Štefan Ladičkovský,"SMER-SD, SDS, SNS, NOVA"
Turcovce,Cyril Vasiľ,SMER-SD
Ubľa,Nadežda Sirková,SMER-SD
Udavské,Tomáš Pastirák,SMER-SD
Ulič,Ján Holinka,"SIEŤ, SDKÚ-DS"
Uličské Krivé,Milan Sičák,SIEŤ
Valentovce,Michal Firkaľ,SMER-SD
Veľopolie,Valéria Klapáčová,NEKA
Víťazovce,Jozef Merčák,NEKA
Volica,Monika Rohaľová,SMER-SD
Výrava,Monika Kurťaková,NEKA
Vyšná Jablonka,Emília Čopáková,SMER-SD
Vyšná Sitnica,Oliver Halas,KDS
Vyšné Ladičkovce,Ján Mucha,SMER-SD
Vyšný Hrušov,Milan Naster,NEKA
Závada,Miluška Hlavatá,SMER-SD
Závadka,Renáta Bešáková,SMER-SD
Zboj,Ladislav Ladomirjak,SMER-SD
Zbojné,Anna Koščová,SMER-SD
Zbudská Belá,Milan Matúška,SMER-SD
Zbudské Dlhé,František Kopej,SMER-SD
Zemplínske Hámre,Rastislav Zaremba,NEKA
Zubné,Vladimír Pažúr,SMER-SD
Abrahámovce,Miloš Pitko,NEKA
Bušovce,Daniel Jurek,NEKA
Červený Kláštor,Štefan Džurný,SMER-SD
Havka,Pavol Jabrocký,NEKA
Holumnica,Jana Tureková,TIP
Hradisko,Stanislava Kellnerová,NEKA
Huncovce,Jozef Majerčák,NEKA
Ihľany,Ján Turek,SMER-SD
Jezersko,Milan Krempaský,SMER-SD
Jurské,Zuzana Molčanyová,SMER-SD
Kežmarok,Ján Ferenčák,"SMER-SD, KDH, SNS"
Krížová Ves,Jozef Grivalský,KDH
Lechnica,Jozef Musala,NEKA
Lendak,Pavel Hudáček,KDH
Ľubica,Ján Kapolka,NEKA
Majere,Rudolf Velička,NEKA
Malá Franková,Jozef Kromka,KDH
Malý Slavkov,Ladislav Oravec,NEKA
Matiašovce,Marián Štefaňák,"SMER-SD, SNS"
Mlynčeky,Milena Svocáková,NEKA
Osturňa,Kristína Gregoričková,SMER-SD
Podhorany,Jozef Oračko,SMER-SD
Rakúsy,Bystrík Václav,SDKÚ-DS
Reľov,František Dudžák,NEKA
Slovenská Ves,Stanislav Gallik,NEKA
Spišská Belá,Štefan Bieľak,NEKA
Spišská Stará Ves,Jozef Harabin,NEKA
Spišské Hanušovce,Jozef Dudžák,NEKA
Stará Lesná,Ľubomír Lauf,PRÁVO A SPRAVODLIVOSŤ
Stráne pod Tatrami,Ján Badžo,NEKA
Toporec,Jozef Potanko,NEKA
Tvarožná,Dagmar Mathiová,"SMER-SD, SNS"
Veľká Franková,Ondrej Krempaský,NEKA
Veľká Lomnica,Peter Duda,NEKA
Vlková,Peter Bendík,"SMER-SD, Strana moderného Slovenska, SDS, SNS"
Vlkovce,Ján Kalata,NEKA
Vojňany,Marián Gaborčík,NEKA
Vrbov,Tatiana Faltinová,SIEŤ
Výborná,Viera Strelová,KDH
Žakovce,Katarína Krullová,"SMER-SD, SDKÚ-DS, SNS"
Baldovce,Vladimír Chovanec,SMER-SD
Batizovce,Gabriel Bodnár,NEKA
Beharovce,Igor Polomský,"NOVA, SDS"
Bijacovce,Ján Pivovarniček,NOVA
Brutovce,Jozef Komara,"KDH, SMER-SD"
Buglovce,Vincent Koňak,"SDKÚ-DS, KDH, SIEŤ"
Dlhé Stráže,Zdena Jurčíková,"SMER-SD, SDKÚ-DS"
Doľany,Štefan Kamenický,"SDKÚ-DS, KDH, SMER-SD"
Domaňovce,Martina Bednárová,NEKA
Dravce,Peter Faltin,"KDH, NOVA, Strana moderného Slovenska"
Dúbrava,Ondrej Hovančík,NEKA
Gánovce,Alžbeta Čekovská,"SDKÚ-DS, SaS, KDH, NOVA"
Gerlachov,Ján Hroboň,NEKA
Granč-Petrovce,Peter Pitoňák,"SMER-SD, SDS, SNS"
Hozelec,Jozef Pavligovský,NEKA
Hôrka,Vladimír Boška,KDH
Hranovnica,Vladimír Horváth,PRÁVO A SPRAVODLIVOSŤ
Jablonov,Štefan Blaško,KDH
Jánovce,Jozef Kacvinský,SDKÚ-DS
Klčov,Miroslav Fabian,"KDH, SMER-SD"
Korytné,Peter Palenčár,KDH
Kravany,Igor Gavalier,NEKA
Kurimany,Anna Hricová,"KDH, SIEŤ"
Levoča,Milan Majerský,"KDH, SDKÚ-DS, OKS, SIEŤ, NOVA, MOST - HÍD, KDS"
Liptovská Teplička,Slavomír Kopáč,NEKA
Lučivná,Stanislav Gavalier,SMER-SD
Lúčka,Ľuboš Tatranský,SMER-SD
Mengusovce,Ján Šoltis,SaS
Mlynica,Július Vachmanský,NEKA
Nemešany,Mária Gallovičová,NOVA
Nižné Repaše,Marta Vrabľová,SMER-SD
Nová Lesná,Peter Hritz,NEKA
Oľšavica,Mikuláš Demočko,"KDH, SMER-SD"
Ordzovany,Andrea Mlynarčíková,SIEŤ
Pavľany,Mária Komarová,NEKA
Poľanovce,Jozef Kaľavský,KDH
Pongrácovce,Mária Matlochová,NOVA
Poprad,Jozef Švagerko,"KDH, OBYČAJNÍ ĽUDIA a nezávislé osobnosti, SDKÚ-DS, SaS, SNS"
Spišská Teplica,Radoslav Šeliga,NEKA
Spišské Bystré,Marián Luha,NEKA
Spišské Podhradie,Michal Kapusta,"KDH, KDS, SDKÚ-DS, SDS, SNS"
Spišský Hrhov,Vladimír Ledecký,"SMER-SD, SDKÚ-DS, KDH"
Spišský Štiavnik,Mária Kleinová,SMER-SD
Spišský Štvrtok,Ján Greš,NEKA
Studenec,Jozef Rusnák,NEKA
Svit,Miroslav Škvarek,"KDH, SDKÚ-DS, NOVA, SNS"
Štôla,Martin Hajko,SMER-SD
Štrba,Michal Sýkora,NEKA
Šuňava,Stanislav Kubaský,"SDKÚ-DS, KDH"
Švábovce,Ján Mlynár,SMER-SD
Tatranská Javorina,Alena Pitoňáková,NEKA
Torysky,Ján Čarák,SMER-SD
Uloža,Pavol Abrahamovský,SMER-SD
Veľký Slavkov,František Šary,NEKA
Vernár,Vladimír Ondruš,SMER-SD
Vikartovce,Vladimír Šavel,SMER-SD
Vydrník,Peter Slobodník,SDKÚ-DS
Vysoké Tatry,Ján Mokoš,NEKA
Vyšné Repaše,Žofia Kurucová,SMER-SD
Vyšný Slavkov,Viera Kašperová,SMER-SD
Ždiar,Pavol Bekeš,NEKA
Abranovce,František Štofko,SMER-SD
Bajerov,Vladimír Mruz,SMER-SD
Bajerovce,Michal Sekerák,SMER-SD
Bertotovce,František Marinica,SMER-SD
Bodovce,František Jusko,SMER-SD
Brestov,Jozef Šoltés,SMER-SD
Bretejovce,Rastislav Varga,SMER-SD
Brezovica,Jozef Hodoši,SIEŤ
Brezovička,Peter Tomčufčík,NEKA
Bzenov,Štefan Rafajlovič,SIEŤ
Čelovce,Ján Kožlej,SMER-SD
Červená Voda,Pavol Džačovský,NEKA
Červenica,Marta Pavlinská,SMER-SD
Červenica pri Sabinove,Pavol Spodník,SMER-SD
Ďačov,Anton Cuprák,SIEŤ
Daletice,Daniel Ščavnický,SMER-SD
Demjata,Vladislav Bašista,SMER-SD
Drienica,Igor Birčák,SMER-SD
Drienov,Peter Tomko,NEKA
Drienovská Nová Ves,Ján Brozman,"SDKÚ-DS, KDH"
Dubovica,Ladislav Timčo,SMER-SD
Dulova Ves,Barbora Ježiková,NEKA
Fintice,Terézia Gmitrová,NEKA
Fričovce,Ján Mikula,"KDH, SIEŤ"
Fulianka,Miroslav Leško,SMER-SD
Geraltov,Danka Dobranská,SMER-SD
Gregorovce,Slavomír Verčimák,SIEŤ
Hanigovce,Alena Havrilová,SMER-SD
Haniska,Ladislav Šimkovič,NEKA
Hendrichovce,Martin Martaus,KDH
Hermanovce,Rudolf Šeliga,SMER-SD
Hrabkov,Jaroslav Hovančák,SMER-SD
Hubošovce,Katarína Škvarlová,SMER-SD
Chmeľov,Juraj Gáll,SDKÚ-DS
Chmeľovec,Ján Jakab,NEKA
Chmiňany,Cyril Miškuf,SMER-SD
Chminianska Nová Ves,Peter Konečný,NEKA
Chminianske Jakubovany,Jozef Lukáč,SMER-SD
Jakovany,Ľubor Seman,NEKA
Jakubova Voľa,Magdaléna Sasaráková,NEKA
Jakubovany,Martin Kollár,SMER-SD
Janov,František Harčár,SMER-SD
Janovík,Marián Žec,SMER-SD
Jarovnice,Florián Giňa,SRK
Kamenica,Ladislav Urda,SMER-SD
Kapušany,Jozef Pribula,SMER-SD
Kendice,Jozef Hlavatý,NEKA
Klenov,Kamila Bogdaňová,NEKA
Kojatice,Anton Aštary,KDH
Kokošovce,Vincent Ivanecký,NEKA
Krásna Lúka,Štefan Bujňák,SIEŤ
Krivany,Ján Šejirman,SMER-SD
Krížovany,Cyril Harničár,SMER-SD
Kvačany,Pavol Veteráni,SMER-SD
Lada,Milan Hudák,SMER-SD
Lažany,Emília Miškufová,SMER-SD
Lemešany,Marko Bučko,NEKA
Lesíček,Martin Blihár,NEKA
Ličartovce,Viliam Jurko,SMER-SD
Lipany,Vladimír Jánošík,"SMER-SD, SNS"
Lipníky,Ľubomír Pankuch,NEKA
Lipovce,Peter Miženko,SMER-SD
Ľubotice,Štefan Krajči,NEKA
Ľubovec,Jozefína Štofanová,NEKA
Lúčina,Roman Chovanec,NEKA
Lúčka,Emil Sabatula,SIEŤ
Ľutina,Vladimír Lelovský,SMER-SD
Malý Slivník,Jozef Javorský,SMER-SD
Malý Šariš,Miroslav Palenčár,SMER-SD
Medzany,Jozef Kipikaša,SNS
Miklušovce,Mária Čuchtová,KDH
Milpoš,Ladislav Rabatin,SMER-SD
Mirkovce,Ľubomír Bilišňanský,SaS
Mošurov,Stanislav Krajňák,NEKA
Nemcovce,Jozef Pavuk,NEKA
Nižný Slavkov,Jozef Kamenický,SIEŤ
Okružná,Vladimír Magač,NEKA
Olejníkov,Imrich Drutarovský,NEKA
Oľšov,Pavol Hovančík,SMER-SD
Ondrašovce,Jozef Lopuchovský,SMER-SD
Ostrovany,Cyril Revák,SIEŤ
Ovčie,Ján Farkaš,SMER-SD
Pečovská Nová Ves,Jaroslav Dujava,NEKA
Petrovany,Ján Lenko,NEKA
Podhorany,Richard Bechera,"SDKÚ-DS, KDH, SIEŤ"
Podhradík,Ladislav Stanek,KDH
Poloma,Pavol Hanušovský,SIEŤ
Prešov,Andrea Turčanová,"KDH, SDKÚ-DS, OBYČAJNÍ ĽUDIA a nezávislé osobnosti, MOST - HÍD, NOVA, OKS"
Proč,Ján Pavuk,NEKA
Pušovce,Ján Namešpetra,7 STATOČNÝCH
Radatice,Gabriela Viazanková,KDH
Ratvaj,Monika Juneková,KDH
Ražňany,Radovan Rokošný,"KDH, SDKÚ-DS"
Renčišov,Miroslav Paločko,SMER-SD
Rokycany,Ján Kovalik,NEKA
Rožkovany,Beáta Kollárová,NEKA
Ruská Nová Ves,Tibor Kollár,KDH
Sabinov,Peter Molčan,"SMER-SD, SNS, KDH"
Sedlice,Imrich Krajňák,KDH
Seniakovce,Jozef Pončák,SNS
Suchá Dolina,Katarína Petrenčáková,KDH
Svinia,Miroslav Nawrat,NEKA
Šarišská Poruba,Milan Kaňuch,SMER-SD
Šarišská Trstená,Jaroslav Fogaš,SMER-SD
Šarišské Bohdanovce,Peter Merkovský,SMER-SD
Šarišské Dravce,Jozef Bujňák,SIEŤ
Šarišské Michaľany,Vincent Leššo,"SIEŤ, SDKÚ-DS"
Šarišské Sokolovce,Daniel Mikolaj,SIEŤ
Šindliar,František Sedlák,SMER-SD
Široké,Stanislav Bartoš,NEKA
Štefanovce,František Kolarčík,KDH
Teriakovce,Miroslav Angelovič,SMER-SD
Terňa,Juraj Senderák,"SDKÚ-DS, KDH"
Tichý Potok,Ľubica Džugánová,KDH
Torysa,Jozef Stedina,NEKA
Trnkov,Jiří Ballarin,NEKA
Tuhrina,František Lorinc,NEKA
Tulčík,Janka Šoltésová,NEKA
Uzovce,Jaroslav Golodžej,SMER-SD
Uzovské Pekľany,Peter Hrubý,SMER-SD
Uzovský Šalgov,Jozef Merva,"SDKÚ-DS, KDH"
Varhaňovce,Ľubica Pankievičová,"KDH, SDKÚ-DS, MOST - HÍD"
Veľký Slivník,Jana Sabolová,NEKA
Veľký Šariš,František Bartko,NEKA
Víťaz,Ján Baloga,KDH
Vysoká,Patrik Lörinc,NOVA
Vyšná Šebastová,Stanislav Šváby,"NOVA, KDH"
Záborské,Kristína Maliňáková,KDH
Záhradné,Róbert Tkáč,SMER-SD
Zlatá Baňa,Dušan Demčák,"KDH, SDKÚ-DS, SIEŤ"
Žehňa,Slavomír Lipták,SMER-SD
Žipov,Pavol Janus,NEKA
Župčany,František Novotný,"SMER-SD, SNS"
Čirč,Michal Didik,NEKA
Ďurková,Ján Kuruc,SMER-SD
Forbasy,Július Vyrostek,"KDH, SIEŤ"
Hajtovka,Pavol Nosek,NEKA
Haligovce,Milan Volček,SMER-SD
Hniezdne,Viktor Selep,SMER-SD
Hraničné,Miroslav Pokrivčák,"SMER-SD, KDH"
Hromoš,Maroš Kočiš,SMER-SD
Chmeľnica,Zita Pleštinská,"KDH, NOVA, SDKÚ-DS"
Jakubany,Ján Krajňák,SIEŤ
Jarabina,Lívia Kovalčíková,NEKA
Kamienka,Juraj Jedinák,SMER-SD
Kolačkov,Pavol Zamiška,NEKA
Kremná,Zdenka Šlampiaková,SMER-SD
Kyjov,Juraj Chamila,SMER-SD
Lacková,Marek Gallík,NEKA
Legnava,Mikuláš Kundrát,SMER-SD
Lesnica,Ján Gondek,"SDKÚ-DS, KDH, SMER-SD"
Litmanová,Ján Kormaník,NEKA
Lomnička,Mária Oračková,SMER-SD
Ľubotín,Jozef Havrila,SIEŤ
Malý Lipník,Jozef Šesták,"SMER-SD, KDH"
Matysová,Iveta Kundrátová,SMER-SD
Mníšek nad Popradom,Peter Žemba,KDH
Nižné Ružbachy,Jozef Abrahamovský,"KDH, SMER-SD"
Nová Ľubovňa,Stanislav Turlík,KDH
Obručné,Danka Uhrinková,SMER-SD
Orlov,Peter Timočko,SMER-SD
Plaveč,Štefan Murcko,SMER-SD
Plavnica,Rastislav Grich,"SMER-SD, SNS"
Podolínec,Daniel Marhevka,NEKA
Pusté Pole,Marcela Tibenská,KDH
Ruská Voľa nad Popradom,Miroslav Tomčo,SMER-SD
Stará Ľubovňa,Ľuboš Tomko,NEKA
Starina,Štefan Solotruk,SMER-SD
Stráňany,Viera Kravčáková,SMER-SD
Sulín,Štefan Romaňák,NEKA
Šambron,Štefan Petrus,SMER-SD
Šarišské Jastrabie,Ľubomír Rešetár,SMER-SD
Údol,Štefan Arendáč,SMER-SD
Veľká Lesná,Ján Michna,SMER-SD
Veľký Lipník,Peter Labant,NEKA
Vislanka,Dušan Firment,SMER-SD
Vyšné Ružbachy,Ján Dudjak,SMER-SD
Baňa,František Šlang,SMER-SD
Breznica,Slavomír Brendza,"SDKÚ-DS, KDH, SIEŤ, MOST - HÍD, NOVA"
Breznička,Monika Leľová,NOVA
Brusnica,Tatiana Szabóová,SMER-SD
Bukovce,Jaroslav Palička,SMER-SD
Bystrá,Božena Korečková,SMER-SD
Bžany,Mária Kasičová,NEKA
Duplín,Jozef Potoma,"SDKÚ-DS, KDH, NOVA, SIEŤ"
Gribov,Štefan Mulik,SNS
Havaj,Stanislav Viňarský,NEKA
Chotča,Jozef Seman,SIEŤ
Jakušovce,Ján Smetanka,"SDKÚ-DS, KDH, NOVA, SIEŤ"
Kolbovce,Marek Antoš,SMER-SD
Korunková,Mária Dudiňaková,SMER-SD
Kožuchovce,Ivan Zajac,SMER-SD
Krišľovce,Monika Dovičaková,KDH
Kručov,Anna Kertisová,SMER-SD
Krušinec,Viktor Bochin,SIEŤ
Lomné,Ľudmila Hospodárová,SMER-SD
Makovce,Ján Ďuk,SNS
Malá Poľana,Anna Bandiová,NEKA
